"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6","Clus 7","Clus 8","Clus 9","Clus 10","Clus 11","Clus 12"
"Obj 925",8.3174457709884e-07,2.39517849791688e-05,3.12786218740202e-07,1.53172125457672e-05,3.75027304453816e-06,9.81449636634198e-07,0.00069426356821264,3.41299497915798e-07,1.38043940936622e-07,0.000239941211938843,0.999017187093666,2.98353174196432e-06
"Obj 926",7.08021943551411e-07,1.98987338540913e-05,2.65861029880086e-07,1.31378657803926e-05,3.13515452952764e-06,8.22816030629163e-07,0.000562806440464605,2.86696433682767e-07,1.16080862754442e-07,0.000209574377821219,0.999186701887109,2.54606414055616e-06
"Obj 927",4.47063133899542e-07,1.22610125653714e-05,1.67598578804366e-07,8.33235182749996e-06,1.94133433659445e-06,5.11600233447597e-07,0.000340012621448465,1.78592244094182e-07,7.24104197176472e-08,0.000135218625380786,0.999499244918679,1.61187115188847e-06
"Obj 928",4.77497621087937e-07,1.28112305670355e-05,1.78705144074077e-07,9.01519115964586e-06,2.04015610200039e-06,5.38551636104421e-07,0.000346693914805601,1.88314374744767e-07,7.64335978185061e-08,0.00014753873936872,0.99947871365799,1.72760763345942e-06
"Obj 929",2.63418271792846e-07,6.89201664471065e-06,9.84162623646967e-08,4.99640729542763e-06,1.10400926508047e-06,2.92535734277223e-07,0.000183026649296913,1.02478030959676e-07,4.16453339978384e-08,8.35762500136612e-05,0.999718650813728,9.55360122362849e-07
"Obj 930",4.33213139542365e-07,1.10684885933557e-05,1.61572563366115e-07,8.29104718989239e-06,1.78331750156745e-06,4.73809937577712e-07,0.000283214728422498,1.6630146785358e-07,6.76726099783496e-08,0.000140672306834636,0.999552091992546,1.57554919377978e-06
"Obj 931",2.64193148428637e-07,6.57340371942891e-06,9.8425145818973e-08,5.08613451592259e-06,1.06853806429716e-06,2.84919556865611e-07,0.000168106105798434,1.00171942567913e-07,4.07954536122866e-08,8.67773693639844e-05,0.999730637313647,9.62629643902644e-07
"Obj 932",2.24201632054571e-07,5.46232660937198e-06,8.33737720312537e-08,4.35997455644398e-06,8.90475219549175e-07,2.38001039400745e-07,0.00013588047207624,8.38293990550864e-08,3.41872255448547e-08,7.64281758988296e-05,0.999775494677709,8.20304862357249e-07
"Obj 933",5.43829231280879e-07,1.2939877121126e-05,2.01898166287373e-07,1.06762934114699e-05,2.12258986449806e-06,5.68787941106654e-07,0.000310049444732773,2.00725055452927e-07,8.19693493546807e-08,0.000187147624446171,0.999473471367536,1.99559314476451e-06
"Obj 934",2.9263670571678e-07,6.77247853327608e-06,1.08475865553579e-07,5.78959288774382e-06,1.12205173950988e-06,3.01700465919404e-07,0.000160942092270439,1.06601145169549e-07,4.35780345886229e-08,0.00010483330265425,0.999718611723441,1.07576625738564e-06
"Obj 935",1.16413852136617e-07,2.5688751398346e-06,4.30140222255144e-08,2.33222050614185e-06,4.30096533100606e-07,1.16450236790934e-07,5.8976495596055e-05,4.1286929907639e-08,1.69197835456604e-08,4.37485537220179e-05,0.999891179256728,4.30416950252821e-07
"Obj 936",1.05802444431014e-07,2.28624669742461e-06,3.9016727709868e-08,2.14242754345111e-06,3.84115948143486e-07,1.04204456138751e-07,5.13557346270425e-05,3.70178589890242e-08,1.51861304673642e-08,4.08590057720203e-05,0.999902278536925,3.92704869367203e-07
"Obj 937",3.40546176264864e-07,7.18620974495999e-06,1.25418943819902e-07,6.9711508417097e-06,1.21587778609157e-06,3.30546438170674e-07,0.000157739566879296,1.17633335074972e-07,4.8307694960963e-08,0.000134581725713614,0.99969007534944,1.26766700584358e-06
"Obj 938",0,0,0,0,0,0,0,0,0,0,1,0
"Obj 939",3.09434381084609e-07,6.24027191772755e-06,1.13556072947527e-07,6.43600033546079e-06,1.06566244314352e-06,2.91364019414008e-07,0.000132144078264921,1.04081482683026e-07,4.28343370950045e-08,0.000126815130704488,0.999725279072003,1.15851403790303e-06
"Obj 940",1.02315229982796e-07,2.01316492830223e-06,3.74866835849319e-08,2.14736193344164e-06,3.46323548931851e-07,9.49606184246877e-08,4.23446946422085e-05,3.39675609710685e-08,1.39918964981306e-08,4.34839108520126e-05,0.999908997870195,3.83951910562977e-07
"Obj 941",4.5728451192746e-08,8.78518306981258e-07,1.67259524147276e-08,9.64811934290469e-07,1.51866725915456e-07,4.18039400830236e-08,1.82298948703876e-05,1.49767099443733e-08,6.1776190672621e-09,1.99834601390606e-05,0.999959493941722,1.72093628131918e-07
"Obj 942",2.66879685588657e-07,4.99115590866557e-06,9.7469835224312e-08,5.69719352255292e-06,8.71822289077221e-07,2.40588989531749e-07,0.000100667185491357,8.63036198756659e-08,3.56463737431348e-08,0.000119910539015358,0.999766128224,1.00699126920637e-06
"Obj 943",1.54884256200834e-07,2.83180130282741e-06,5.64697941594497e-08,3.32692453487739e-06,4.96614837794999e-07,1.37516612745236e-07,5.64106852758089e-05,4.94061389315187e-08,2.0434028010481e-08,7.16101144737072e-05,0.999864318784885,5.86363859501894e-07
"Obj 944",1.623235433877e-07,2.90526136817591e-06,5.90725752019814e-08,3.52679849864447e-06,5.11512388043153e-07,1.41918314859743e-07,5.66665914486941e-05,5.1080046224399e-08,2.11467451925167e-08,7.79590713833909e-05,0.999857378368167,6.16855521224121e-07
"Obj 945",3.90722903584297e-07,6.80375216223271e-06,1.42005412506283e-07,8.51811559716068e-06,1.20826247785232e-06,3.3666898714616e-07,0.000130433714893366,1.21380292586486e-07,5.03139716298483e-08,0.00018999698357137,0.999660510914867,1.48716486314778e-06
"Obj 946",1.72273230442802e-07,2.94516583940491e-06,6.24545986970087e-08,3.80606156937217e-06,5.23666797519656e-07,1.46107060249338e-07,5.5679472781794e-05,5.27713026634585e-08,2.18942399508173e-08,8.70966348729743e-05,0.999848835211211,6.58286495767774e-07
"Obj 947",2.80007292897874e-07,4.68837429524554e-06,1.01358506048759e-07,6.24210598132878e-06,8.36234102822982e-07,2.33894284657186e-07,8.73009782504383e-05,8.46556246044423e-08,3.51541559033408e-08,0.000143643867524095,0.999755479766228,1.07360375363045e-06
"Obj 948",7.93428735304363e-07,1.29698056276128e-05,2.86709660925588e-07,1.78574061247475e-05,2.32778528961628e-06,6.52666627556119e-07,0.000234646089032702,2.3665615846153e-07,9.83933470008597e-08,0.000421266462140076,0.999305813264728,3.05133252819158e-06
"Obj 949",7.10472027194007e-07,1.13606377272315e-05,2.56313473394537e-07,1.61267980780528e-05,2.04779242209579e-06,5.75847530969632e-07,0.000203623064550468,2.09138814552556e-07,8.70413093966856e-08,0.000385127055525397,0.99937713452195,2.74131659138836e-06
"Obj 950",1.23692386701189e-06,1.93127817827572e-05,4.45451124530887e-07,2.83571720868491e-05,3.50307958101988e-06,9.87624293279134e-07,0.00033830695145039,3.59278380345187e-07,1.49712049373211e-07,0.000689213163782461,0.998913339704786,4.78815681592531e-06
"Obj 951",1.05861935425238e-06,1.61464720394469e-05,3.80624828646396e-07,2.45315261008235e-05,2.94800161839075e-06,8.33088427182153e-07,0.000280711621780696,3.03499240859772e-07,1.26572807845165e-07,0.000613229602762264,0.999055621645387,4.10872565233883e-06
"Obj 952",8.54099287562304e-07,1.27432495731245e-05,3.06497610585758e-07,1.99305210196024e-05,2.33495466041034e-06,6.61928676702465e-07,0.000218743456281117,2.41523996148018e-07,1.00859022453573e-07,0.000507808424457291,0.999232948613519,3.32587189576378e-06
"Obj 953",1.41732786281424e-06,2.06294623115718e-05,5.07938058618918e-07,3.34018636287404e-05,3.80906903615502e-06,1.0827263133995e-06,0.000349770758783699,3.95653527836987e-07,1.65377469306485e-07,0.000873689090798336,0.998709596402759,5.53432945099084e-06
"Obj 954",1.62031409667222e-06,2.30333669835518e-05,5.79609960263964e-07,3.85311204052666e-05,4.27577486453208e-06,1.21925403807753e-06,0.000382564145942208,4.46080812963863e-07,1.86753621826547e-07,0.00104964211791467,0.998491550514519,6.35094684118055e-06
"Obj 955",2.07229744043268e-06,2.87924620428902e-05,7.39969139496647e-07,4.98864867298625e-05,5.37946412332924e-06,1.53701951539018e-06,0.000471114935216553,5.63218703616683e-07,2.36009315896803e-07,0.00136987577629822,0.998061655905941,8.14645553381696e-06
"Obj 956",2.38109874443658e-06,3.24145319912564e-05,8.48487115619247e-07,5.76387287094584e-05,6.06421093441976e-06,1.7377501285941e-06,0.000522911248570978,6.38222387022098e-07,2.67689503035445e-07,0.00160115160877703,0.997764558347573,9.38807556492303e-06
"Obj 957",2.63753199281832e-06,3.50771941992116e-05,9.38231920425413e-07,6.45595707797211e-05,6.60269527897115e-06,1.89698155350253e-06,0.000557212670540445,6.97561826285681e-07,2.92950864793234e-07,0.00184819513899306,0.997471450453704,1.04390183471588e-05
"Obj 958",3.73487389815098e-06,4.84251490077792e-05,1.32683220682827e-06,9.22194282381217e-05,9.18735952572786e-06,2.64755661609932e-06,0.000757743540133302,9.74950801489951e-07,4.09876609983534e-07,0.00273589497662269,0.996332617876136,1.48175802040133e-05
"Obj 959",5.34905113138583e-06,6.79916918799992e-05,1.89618309775522e-06,0.000133850395856162,1.29385470117675e-05,3.73351566841864e-06,0.00103978471737492,1.37777752511663e-06,5.79751306237432e-07,0.00394873280198504,0.994762469339264,2.12962278990746e-05
"Obj 960",5.44395600276344e-06,6.76728151832267e-05,1.92630981073738e-06,0.000136829276531781,1.29144949808068e-05,3.74026842272085e-06,0.00102468489327631,1.38261250863402e-06,5.82490116199042e-07,0.00418045809932392,0.994542616445693,2.17483381497467e-05
"Obj 961",5.7677694543927e-06,6.98566897585958e-05,2.03810124075395e-06,0.00014613991935181,1.34511039107938e-05,3.90902985998438e-06,0.00105378069342148,1.44650321515987e-06,6.10097564494062e-07,0.00456358548332719,0.994116327091874,2.30875170211335e-05
"Obj 962",1.07147227349958e-05,0.00012722711954187,3.77843871789517e-06,0.000275456781912596,2.45717614834155e-05,7.14706111298174e-06,0.00184981716279302,2.6514619388178e-06,1.11926809729153e-06,0.00852657818385018,0.989127882361195,4.30556766223038e-05
"Obj 963",9.3020303220361e-06,0.00010809744034891,3.27347590313829e-06,0.000241005973895821,2.09397138120049e-05,6.11013033626767e-06,0.00156077079229852,2.26955973827709e-06,9.59299464749074e-07,0.00780369361767983,0.990206049579,3.75283872007062e-05
"Obj 964",9.35942893927301e-06,0.000105898897037229,3.28934334380265e-06,0.000244995395775258,2.07233003388131e-05,6.06660131965103e-06,0.0015276156996529,2.25486299250917e-06,9.54166103642485e-07,0.00827972299020943,0.989761274514894,3.78447993934471e-05
"Obj 965",1.09218491160732e-05,0.000120999993200086,3.83101701371018e-06,0.000289453332487629,2.37632114984599e-05,6.96979713542575e-06,0.00171106152240092,2.59474615398006e-06,1.09919939331261e-06,0.0101957519773333,0.987589199342919,4.4354011347715e-05
"Obj 966",1.14703626185382e-05,0.00012452560576813,4.01413182069987e-06,0.000306505671086347,2.44947613173398e-05,7.2036029243749e-06,0.00173559012134062,2.6867259499169e-06,1.13946655574093e-06,0.0110344605408349,0.986701160825113,4.67481846706984e-05
"Obj 967",1.31534561595511e-05,0.000139652122670811,4.59474889342187e-06,0.000355649878992563,2.76197129696533e-05,8.14190117811998e-06,0.00192307151940125,3.04086459582602e-06,1.29103215870964e-06,0.0130119401971134,0.984458046074706,5.37984911607387e-05
"Obj 968",1.56851659145422e-05,0.000162811049464169,5.47057912356481e-06,0.000428643819133284,3.23794801892979e-05,9.56485792467512e-06,0.00222068768593874,3.57906785083192e-06,1.52046810187756e-06,0.0158899243863093,0.981165404257087,6.43291829626036e-05
"Obj 969",1.68272756160667e-05,0.000170516051815186,5.85740885076547e-06,0.00046235724757203,3.40871849964968e-05,1.01076136880012e-05,0.00229045329277996,3.78623132863367e-06,1.61106298307876e-06,0.0181154417623263,0.978819726266237,6.92286018060011e-05
"Obj 970",1.83561137372251e-05,0.000182210005926495,6.37615459866842e-06,0.00051117848611822,3.65590274656536e-05,1.0862120173716e-05,0.00242063932569411,4.07549616318936e-06,1.73577888113699e-06,0.0202815796799353,0.976450643824204,7.57839871028027e-05
"Obj 971",2.27087344500647e-05,0.000220425564511312,7.87396450958233e-06,0.0006405794388936,4.44567645222864e-05,1.32338932916424e-05,0.00287573766225527,4.97358564090214e-06,2.12032022950075e-06,0.0263840315736145,0.969689722091405,9.41364066766898e-05
"Obj 972",2.79788383084886e-05,0.000265485084730311,9.68610590722303e-06,0.000797999736548592,5.38600261057341e-05,1.60691041675723e-05,0.00341293610506932,6.04874635320459e-06,2.58132884892392e-06,0.0330798399710662,0.962211166399209,0.000116348553685895
"Obj 973",2.64467221100557e-05,0.000245915230449663,9.13413304057974e-06,0.000760618160306353,4.99759058531414e-05,1.49516834803671e-05,0.00314409806068671,5.63775413802697e-06,2.40802771736271e-06,0.0324555656858238,0.963174897519022,0.00011035111737249
"Obj 974",3.44033084582993e-05,0.00031110758276237,1.18745811538262e-05,0.000992798460103634,6.38984629809087e-05,1.9191037823476e-05,0.00393893091557911,7.24540316338885e-06,3.09839922802044e-06,0.0428416892754973,0.951632073570513,0.000143689002736596
"Obj 975",4.07838209240969e-05,0.000359821065678312,1.40530549156166e-05,0.00118129294993407,7.4329103609881e-05,2.24085919739603e-05,0.00446168152699891,8.47175164321833e-06,3.62891965609704e-06,0.0529290553361416,0.940733574498333,0.000170899380191206
"Obj 976",3.52108018747942e-05,0.000306114726873881,1.20974616702669e-05,0.00104297057903746,6.31264258662667e-05,1.90349814480949e-05,0.00378669105146462,7.20838751137766e-06,3.08899560169454e-06,0.0491008684570143,0.945475147906203,0.000148440225434078
"Obj 977",4.58151614602397e-05,0.000389188142448224,1.5710952455301e-05,0.00137918523903417,8.0794744693216e-05,2.44058468522124e-05,0.00471027388771702,9.25669552726538e-06,3.97092154062706e-06,0.0659776193706299,0.927170011368944,0.000193767668698014
"Obj 978",4.36402140156732e-05,0.000362913726261134,1.49351376516748e-05,0.00131933679956786,7.55068904892261e-05,2.28814358093987e-05,0.00437179912111634,8.69131146938813e-06,3.73229642288073e-06,0.0670511927838058,0.926540081285682,0.000185288997708204
"Obj 979",6.67960688254101e-05,0.000542556923396543,2.28338845610913e-05,0.00204704632717748,0.000113734881716723,3.45250304540649e-05,0.00631147704358817,1.31426913428078e-05,5.65068596438367e-06,0.0985129737526719,0.892044804065493,0.000284458644808673
"Obj 980",5.54048463777758e-05,0.000440982649057373,1.88944405050623e-05,0.00171978868184629,9.26977561850261e-05,2.82051736579621e-05,0.00519023858856167,1.07467539491125e-05,4.62319744671651e-06,0.0902729147438565,0.901928658311526,0.000236844857030685
"Obj 981",5.99382730234646e-05,0.000466993417219571,2.03971633061173e-05,0.00187615986226406,9.84514606304462e-05,3.00398269924874e-05,0.00543339809454782,1.1464350145105e-05,4.93738748345268e-06,0.102979082188247,0.888761919774787,0.000257218201353024
"Obj 982",6.33642561679088e-05,0.000482522914670298,2.15139445327743e-05,0.0020064269014724,0.000102245673825193,3.12784931976379e-05,0.00552034824447534,1.195092844811e-05,5.15409562249691e-06,0.116641657773347,0.87484058697549,0.000272949798750674
"Obj 983",6.78806352744325e-05,0.000506341044592256,2.30053901814537e-05,0.00218236928782718,0.000107741162370271,3.30178289365097e-05,0.00573938486719269,1.26325809883755e-05,5.45274817273503e-06,0.129985865907921,0.861042680882236,0.000293627664307528
"Obj 984",7.11364956425331e-05,0.000519231790260304,2.40623663098523e-05,0.00230545664048956,0.000110889444718383,3.4076915911787e-05,0.00583379952354801,1.30592125386543e-05,5.64231905749941e-06,0.141241771752494,0.849532255173099,0.000308618365930157
"Obj 985",8.08137648582517e-05,0.000576645330530649,2.72892366725221e-05,0.00265609078563042,0.000123862667150614,3.81402614024091e-05,0.00637500531924181,1.46360704805669e-05,6.33050417852567e-06,0.171534931251755,0.818214208897632,0.000352045910467881
"Obj 986",8.71046977755633e-05,0.000608436572153489,2.93545477981364e-05,0.00290082998023775,0.000131273654812887,4.04999605922614e-05,0.00666422424772242,1.5566380671531e-05,6.7385785168193e-06,0.187658282934126,0.801476928509001,0.000380759936592319
"Obj 987",9.034476580434e-05,0.00061740640435507,3.03848579588522e-05,0.00304386681704144,0.000133763960187981,4.137580436393e-05,0.00669385255392958,1.59231118334865e-05,6.90064481127765e-06,0.210092769327067,0.778836877589713,0.000396534162933409
"Obj 988",9.53610354165477e-05,0.000636956396124838,3.20167677466091e-05,0.00323927000835371,0.000138703934009417,4.30176044891911e-05,0.00683955344819445,1.65799948091295e-05,7.19252729327878e-06,0.233061138887798,0.755470336432565,0.000419872963199784
"Obj 989",0.000111962378237754,0.000732161074106023,3.75170484003171e-05,0.00383653770600785,0.000159894349176209,4.97191242584244e-05,0.00766693829985644,1.92009411325652e-05,8.34148939892471e-06,0.270032892051647,0.716849931309291,0.000494904228487549
"Obj 990",0.000102230967821769,0.000654604082138212,3.41731265038567e-05,0.0035573682695919,0.000143568883109949,4.47445318554799e-05,0.00690145030351439,1.72919244084855e-05,7.51733456720961e-06,0.273299908180912,0.71478355729506,0.000453585100516756
"Obj 991",0.000109700953365752,0.000686752820389517,3.66042203691499e-05,0.00386832911248699,0.000151515832350232,4.73183753712011e-05,0.00714244432390158,1.83102664986018e-05,7.96842420875961e-06,0.309738464903316,0.677704200080717,0.000488390687025149
"Obj 992",0.000116830993400056,0.000716581622588491,3.88994604444635e-05,0.00417784910179637,0.000158571457056461,4.96089458196347e-05,0.00735396382398261,1.92334237984072e-05,8.376871389664e-06,0.34085466063947,0.645983338265,0.000522085395254792
"Obj 993",0.000115101200154195,0.00069085122767069,3.82453999445214e-05,0.00415924902059789,0.000153470031423246,4.81402426137556e-05,0.00704751259036193,1.86843361312052e-05,8.14641653685257e-06,0.36498124372752,0.622222771542856,0.000516584264190338
"Obj 994",0.000121229720960007,0.000712243629881006,4.02048731532926e-05,0.00444509644739121,0.000158898428231692,4.99496282848547e-05,0.00717174341752209,1.94151814022281e-05,8.47419362401077e-06,0.400163910236325,0.586562529724247,0.000546304518977107
"Obj 995",0.000124854492819265,0.00071741533691022,4.13192681229248e-05,0.00462333814687759,0.000160736864885083,5.06414004466736e-05,0.00713087095364528,1.97175483390751e-05,8.61423684715079e-06,0.439812531328784,0.546745468358081,0.000564492064242564
"Obj 996",0.000126105486657588,0.000709557046689262,4.16553472014048e-05,0.00473602904522642,0.000159647587377747,5.04051641255197e-05,0.00700565167853337,1.96496420552022e-05,8.59289866677495e-06,0.461095503376815,0.525474640521156,0.000572562205495358
"Obj 997",0.000131672640987993,0.000725191789406296,4.33999594787017e-05,0.00499306547146908,0.000163753022428846,5.18226007254553e-05,0.00703987840486569,2.02348155072877e-05,8.85912545089293e-06,0.492551620991485,0.493670322485987,0.000600178692207821
"Obj 998",0.000130133809970003,0.000701878482382693,4.27985048531594e-05,0.00500186536715035,0.000159007478432265,5.04233830893777e-05,0.0067816241587033,1.97203576693954e-05,8.6388964910532e-06,0.523893682816978,0.462615128894487,0.000595097849793484
"Obj 999",0.000130943335723773,0.000691722398075528,4.29791104097253e-05,0.00508855842472881,0.000157202366336315,4.99716467830124e-05,0.00662262893245212,1.95703200324829e-05,8.58295682605786e-06,0.548869480276415,0.437716757675287,0.000601602556930383
"Obj 1000",0.000124044176347485,0.000640440191054297,4.06302529722819e-05,0.00487169432599381,0.000146268276525649,4.66313651323963e-05,0.0060808744463554,1.8279292190654e-05,8.02691380165165e-06,0.594400411337608,0.393050557918294,0.00057214150372415
"Obj 1001",0.000128946529050615,0.000651782380515391,4.21479731632262e-05,0.00514997090367258,0.000149541717507305,4.77369441030545e-05,0.00608497898430025,1.87483480096252e-05,8.23901917148964e-06,0.626664494240553,0.360456549832278,0.000596863127674934
"Obj 1002",0.000125801782759719,0.000622830905556583,4.10336482115997e-05,0.00506364091422264,0.000143291265862766,4.58759545569286e-05,0.0058188674934085,1.8037958248676e-05,7.93448882264969e-06,0.637824330516966,0.349703813004634,0.000584542066749916
"Obj 1003",0.000124757538790915,0.000604837153955782,4.06150156446302e-05,0.00509354837752008,0.000139641763675766,4.47895345421747e-05,0.00556925762670138,1.76409031808469e-05,7.76713976490661e-06,0.67548992767432,0.312284889630462,0.000582327641441218
"Obj 1004",0.000117448474431225,0.000556971241810175,3.81448512826481e-05,0.00484721861235093,0.000129122763221502,4.15268115445206e-05,0.00509619155611191,1.63739623221214e-05,7.21691800971401e-06,0.705824462792588,0.282775054140953,0.000550267875374895
"Obj 1005",0.00011669678857704,0.000540858502733432,3.78363088113872e-05,0.00490177875098421,0.000126310028483502,4.07057250525897e-05,0.00489389855752905,1.6064625519016e-05,7.08863470573559e-06,0.734673094812536,0.254097358474413,0.000548308790655015
"Obj 1006",0.000108298921487729,0.000492109404312257,3.50238215493771e-05,0.00460285560719498,0.000115031613828826,3.71501613557901e-05,0.00440578325841561,1.46858419176228e-05,6.4868455797742e-06,0.764604601952288,0.225066164300088,0.000511808271982199
"Obj 1007",0.000108647615695772,0.000483521722880057,3.50691072276462e-05,0.00469294175357134,0.00011350250058004,3.67144481580347e-05,0.00429834302500268,1.45375007077658e-05,6.42485835266284e-06,0.781079131819998,0.208616172297037,0.000514993350789454
"Obj 1008",0.000101041624016078,0.00044007177452378,3.25413928047414e-05,0.00440363594900665,0.000103664249691909,3.36319664661797e-05,0.00388691909562771,1.33303793926829e-05,5.89887425486047e-06,0.802503566584607,0.18799461111648,0.000481086993128856
"Obj 1009",9.65427493492152e-05,0.00041160956881911,3.10322857194352e-05,0.00427662902414961,9.73933781829538e-05,3.16599759666395e-05,0.00359959339347708,1.25638605155834e-05,5.56602194697263e-06,0.825334498859733,0.165641109744663,0.000461801137477125
"Obj 1010",0.0001025958988177,0.000428381639222981,3.29160992689083e-05,0.00461854137964566,0.000101784180945744,3.31334340377183e-05,0.00368691474236735,1.31752252411943e-05,5.84098401094755e-06,0.833937361840758,0.156546673374272,0.000492681201411351
"Obj 1011",0.000109289105430413,0.000446742454284786,3.50041475296445e-05,0.00496425648210877,0.00010655258892133,3.4760630015189e-05,0.00378413298810398,1.38479856720076e-05,6.1450591891619e-06,0.841996059156769,0.147976699037559,0.000526510364416158
"Obj 1012",8.11483212931867e-05,0.000324170339201144,2.59262543682831e-05,0.00371707034869335,7.76663950747534e-05,2.5426861555105e-05,0.0027558816193164,1.01312613178187e-05,4.50168294550568e-06,0.879066489746353,0.113518941242888,0.000392645926993226
"Obj 1013",8.30970633135218e-05,0.000325748617127685,2.64852704135704e-05,0.00390859722111743,7.82381290643022e-05,2.56297732939954e-05,0.00272687185145512,1.02312588679464e-05,4.54897220107682e-06,0.886947096267094,0.105459158345794,0.000404297230257347
"Obj 1014",7.9214319009899e-05,0.000304170786514549,2.5182866937109e-05,0.00377745611344191,7.32848612466736e-05,2.40532501154083e-05,0.00253371505440106,9.61580864490323e-06,4.27840409024944e-06,0.89621531986993,0.0965669752008436,0.000386733464824301
"Obj 1015",6.68605476724219e-05,0.00025119628007094,2.12082090360506e-05,0.00321893061997684,6.07240394775863e-05,1.99878053742432e-05,0.00206966851641584,7.99928737203283e-06,3.56419658725639e-06,0.916733872916293,0.0772178688593624,0.000328118722361165
"Obj 1016",6.37069925128458e-05,0.000234333868770909,2.01655054276066e-05,0.00312712137447291,5.69088839182209e-05,1.87591315428881e-05,0.00191350801895281,7.51829686634327e-06,3.35219369396012e-06,0.925884497581513,0.0683562381206878,0.000313890031640796
"Obj 1017",5.70980891161535e-05,0.000205746075830019,1.80321270948812e-05,0.0028345864268441,5.00975251815789e-05,1.65580972572884e-05,0.00167683277513659,6.64308481634252e-06,2.96511789650749e-06,0.93456028561394,0.0602884490668388,0.000282706000047803
"Obj 1018",5.57893265738591e-05,0.000196926670133163,1.75779578192242e-05,0.00281421102266231,4.81132060020451e-05,1.59305775826727e-05,0.00159276298968467,6.40086469128051e-06,2.85905238024166e-06,0.939704872971764,0.0552671523173524,0.00027740304335456
"Obj 1019",5.40988678060926e-05,0.000186875790764205,1.70108321369214e-05,0.00276743165055678,4.58755328930291e-05,1.52199590669074e-05,0.00149687586617726,6.12382920372823e-06,2.73759231580346e-06,0.945126348036683,0.0500116397629991,0.000269762279397309
"Obj 1020",4.51323113679535e-05,0.000152652475560947,1.41618123946652e-05,0.0023403179647282,3.75983464389994e-05,1.25049573489851e-05,0.00121572518259923,5.03610954641194e-06,2.25428439383284e-06,0.956008958124987,0.0399393045759852,0.00022635385464865
"Obj 1021",3.92265408991222e-05,0.000129921331414256,1.22797091330207e-05,0.00206325677453216,3.2093922470178e-05,1.06956884109713e-05,0.00102250339912848,4.31402255958836e-06,1.9329121519038e-06,0.964055232350235,0.0324308695974959,0.00019767375156949
"Obj 1022",3.76839037831683e-05,0.000122212548808464,1.17733567060171e-05,0.00202558126574144,3.03441958912471e-05,1.01286392349597e-05,0.000954253185179776,4.08986530355993e-06,1.83403206851902e-06,0.967378337642047,0.0292330308881582,0.000190730477077456
"Obj 1023",3.78877724106668e-05,0.000120410567956857,1.18067290565696e-05,0.00206610394129312,2.99723082030348e-05,1.00219563081597e-05,0.000932836600036524,4.05387803237645e-06,1.81900928727231e-06,0.968775696634716,0.0278169462151948,0.000192444387504644
"Obj 1024",3.33500387959436e-05,0.000103742376350911,1.03724439428577e-05,0.00184138302157168,2.59258313463697e-05,8.68909089231764e-06,0.000800094212525982,3.51886325321406e-06,1.58045799442271e-06,0.973723499399581,0.0232776961135181,0.000170148150227439
"Obj 1025",3.63286684364532e-05,0.000110697510792791,1.1273834132032e-05,0.00202320077803136,2.7727519960237e-05,9.31398619438061e-06,0.000837299335842794,3.77866306435451e-06,1.69934557860201e-06,0.973783204426374,0.0229692319311788,0.000186244000414697
"Obj 1026",2.93960957307801e-05,8.77642957063013e-05,9.09485687389995e-06,0.00167331459650396,2.20514171739996e-05,7.42024139383536e-06,0.000662265663772037,3.01335860588063e-06,1.35624528756945e-06,0.979069997256514,0.0182829010270315,0.00015142494540591
"Obj 1027",2.23174451877665e-05,6.51950263087649e-05,6.89193806950641e-06,0.00128575667867048,1.6453644234408e-05,5.55131802742182e-06,0.000491408934485027,2.25618744574255e-06,1.01643226858201e-06,0.984514884031148,0.0134727998710927,0.000115468493061648
"Obj 1028",2.06893670122404e-05,5.92359918249616e-05,6.37211946719698e-06,0.00121403269449205,1.49852830132855e-05,5.06342792349171e-06,0.000441282455673311,2.06142560340648e-06,9.29400785126918e-07,0.986447167267978,0.011680645994887,0.000107534571340375
"Obj 1029",1.68584893445758e-05,4.72330104536468e-05,5.18302484871498e-06,0.00100909163613145,1.20126836636787e-05,4.06690643410885e-06,0.00034992877537152,1.65713455016359e-06,7.47855619664313e-07,0.989420070688036,0.00904510835691104,8.80414386358627e-05
"Obj 1030",1.77241741525734e-05,4.86418883606616e-05,5.43520650989077e-06,0.00107182177715678,1.24049603320524e-05,4.20897950208845e-06,0.000357824832354066,1.7177935663973e-06,7.75839586167407e-07,0.98936329887563,0.00902326833066828,9.28773421806301e-05
"Obj 1031",1.38945317119323e-05,3.7360256697614e-05,4.24901359063948e-06,0.00085802530260781,9.55457708757217e-06,3.24765876438459e-06,0.000272162178869724,1.32690915793875e-06,5.99977045376697e-07,0.991986578596202,0.00673974104475895,7.32599535062824e-05
"Obj 1032",1.1371229788461e-05,2.99396165863824e-05,3.46984316983575e-06,0.000712174815752395,7.67982600100309e-06,2.61619382354223e-06,0.000216237393848554,1.07034778034511e-06,4.84456197556505e-07,0.993767125239803,0.00518758649607216,6.02445411767559e-05
"Obj 1033",1.16136136364751e-05,2.99528365484477e-05,3.53773894835307e-06,0.000740695616264988,7.71658675663163e-06,2.63292796787254e-06,0.000215595751622521,1.07861047384536e-06,4.88483519492288e-07,0.99386189912816,0.00506298733018943,6.18013759119706e-05
